"","text","favoriteCount","replyToSN","id","created","retweetCount"
"66","De hecho, hay un libro de Grothendieck en el que se ve que ya está pensando en eso.",2,NA,"1398313116564348928",2021-05-28 11:20:01,0
"67","@fotoenpared Fiesta de café y té jajaja",1,"fotoenpared","1398311626562998276",2021-05-28 11:14:05,0
"68","Acabo de terminar mi última clase de la maestría... https://t.co/Cue7HfiUk1",8,NA,"1398306133136359428",2021-05-28 10:52:16,0
"69","@esteusermurio Yo creo que a todos nos pasa. Sabemos que hay muchas cosas malas allá (como aquí), pero que hay opor… https://t.co/baHP0t9xxx",1,"esteusernomurio","1398305174121242624",2021-05-28 10:48:27,0
"70","Quiero con todo mi ser que gane el Cruz Azul...
Pero ni de loco le metería dinero <U+0001F440>",0,NA,"1398100521416892419",2021-05-27 21:15:14,0
"71","<U+0001F643><U+0001F921><U+0001F643> https://t.co/AJw4bhv5fO",0,NA,"1397801581358243844",2021-05-27 01:27:21,0
"72","Y me doy cuenta de que cuando me lo propongo, puedo hacer las cosas.

Me está ayudando un poquito ahorita que estoy… https://t.co/GP49y6TcGt",1,"bhherto95","1397787816898269189",2021-05-27 00:32:39,0
"73","Estaba checando algunos proyectos que he hecho para la especialización y aunque no se ven WOW!, feos feos tampoco e… https://t.co/i9F6zlzD5b",0,"bhherto95","1397786701855182848",2021-05-27 00:28:14,0
"74","Me estoy dando cuenta de la importancia de documentar bien mis proyectos ahorita que estoy revisando mi Github .

<U+0001F643><U+0001F921><U+0001F921><U+0001F921><U+0001F643>",2,NA,"1397785300685017089",2021-05-27 00:22:39,0
"75","Me desvelé descargando el Resident Evil 4 y no carga <U+0001F643>",0,NA,"1397757565430337536",2021-05-26 22:32:27,0
"76","Es que no es cuestión de género, es cuestión de ser fiel a mis principios machistas, pero de género no <U+0001F921><U+0001F921><U+0001F921> https://t.co/AIwEtlmmGc",0,NA,"1397751727428886528",2021-05-26 22:09:15,0
"77","@Wachimuchi Jajaja eso suena muy mortal <U+0001F643>",0,"Wachimuchi","1397742363225767946",2021-05-26 21:32:02,0
"78","Jajajajajaja autsilio... https://t.co/PLAGLpHuG7",2,NA,"1397742071021248519",2021-05-26 21:30:53,0
"79","@esteusermurio Jajaja chale :(

*Sending: apapachos y té",0,"esteusernomurio","1397740178521919488",2021-05-26 21:23:21,0
"80","@Wachimuchi Mmm pues depende, ¿No? 
Bueno, depende de cómo proceses la cafeína y qué tan cargado te prepares el caf… https://t.co/F14JjBT7Yj",1,"Wachimuchi","1397739705408569346",2021-05-26 21:21:29,0
"81","@esteusermurio Jaja así le avanzas lo que el sueño que tendrás en la mañana no te dejará avanzar

<U+0001F440><U+2639><U+FE0F>",1,"esteusernomurio","1397734799058612231",2021-05-26 21:01:59,0
"82","@esteusermurio Jajaja ya hasta estoy pensando en si ponerme a trabajar ahorita o mejor más tarde porque igual no voy a poder dormir.",0,"esteusermurio","1397733862025928709",2021-05-26 20:58:16,0
"83","Autsilio <U+0001F643><U+0001F643><U+0001F643> https://t.co/CbXd3MIDnb",2,NA,"1397733275527962629",2021-05-26 20:55:56,0
"84","Una vez una amiga me dijo que el anillo de compromiso debe costar algo así como un mes o mes y medio de sueldo... Q… https://t.co/cZxiTU00ND",0,NA,"1397729040618905609",2021-05-26 20:39:06,0
"85","@fotoenpared ¡¡¡Es que está increíble tu tesis, qué pedo!!!

<U+0001F389><U+0001F389><U+2764><U+FE0F>",1,"fotoenpared","1397727870030594056",2021-05-26 20:34:27,0
"86","Ay, ya ALV :( ... Voy a vivir de mis rentas*.
*Se compra un scooter y lo renta en el parque.",6,NA,"1397609581203841031",2021-05-26 12:44:25,0
"87","@DiagramaDeVen <U+0001F62E>",1,"DiagramaDeVen","1397343467127382018",2021-05-25 19:06:58,0
"88","@Wachimuchi Ay ya sé, yo sufro mucho de los segundo :C",1,"Wachimuchi","1397343283957968905",2021-05-25 19:06:14,0
"89","@PatriciaGaSo Jajajajaja ay, ya sé

Pero me imagino que también ser demasiado extrovertidx ha de ser de repente así… https://t.co/nRHE3tWAKr",1,"PatriciaGaSo","1397322398324641793",2021-05-25 17:43:15,0
"90","Era ""si no fuera penoso"" jejejejeje",1,"bhherto95","1397291734657388545",2021-05-25 15:41:24,0
"91","De hecho, hay un capítulo del Spivak que NO lo explica.",12,NA,"1397271738837315585",2021-05-25 14:21:57,1
"92","La mayoría de mis problemas se solucionarían si fuera penoso.",3,NA,"1397268391023546372",2021-05-25 14:08:39,0
"93","@AndreMonserratt @tacosdedatos No me había puesto a pensar en que necesito un mentor hasta ahora <U+0001F62E> Con razón a vece… https://t.co/YCqSCUeH68",3,"AndreMonserratt","1397225038693154825",2021-05-25 11:16:23,0
"94","Yo en la mañana, sin ganas de levantarme por dormir tarde: chale, ya quiero que sea la noche para dormirme temprano… https://t.co/nKm2qG0Cxe",1,NA,"1397072021381603328",2021-05-25 01:08:20,0
"95","@PatriciaGaSo https://t.co/xbG2tQkRTr",0,"PatriciaGaSo","1397071428491653121",2021-05-25 01:05:59,0
"96","@PatriciaGaSo El pasillo del café jejeje<U+2615>",1,"PatriciaGaSo","1397064612860866560",2021-05-25 00:38:54,0
"97","Un día eres joven y al otro ya tiene que poner un recordatorio de qué día es la final de la Champions, a qué hora y por qué canal.",1,NA,"1397050988293496833",2021-05-24 23:44:46,0
"98","@claudifonos @Reactor105 @cotahiriart Ora sí que aplicará  de ""¡Ya llegó el maestro Claufidonos!""

Me voy a poner u… https://t.co/bS2T5f2rI2",0,"claudifonos","1397048992417058816",2021-05-24 23:36:50,0
"99","@mercvrytoy_ Iba a aplicar al CELE y a filos el semestre que entré a la maestría pero me arrepentí antes de las inscripciones xd",0,"mercvrytoy_","1397024804847370241",2021-05-24 22:00:43,0
"100","@mercvrytoy_ Jajaja solo sé decir ohh, oui oui y buscar en Google translate cuando estoy leyendo y no entiendo algo xd.",0,"mercvrytoy_","1397012919213297667",2021-05-24 21:13:29,0
"101","Ay wey, el viernes ya es mi última clase en la maestría.

<U+0001F440><U+0001F440><U+0001F440><U+0001F643><U+0001F643><U+0001F643>",4,NA,"1397012518254559237",2021-05-24 21:11:54,0
"102","@esteusermurio Qué precioso está tu Wero <U+0001F60D>

(¿Sí se llama asi tú gato, verdad?",0,"esteusernomurio","1397010560223428608",2021-05-24 21:04:07,0
"103","El Alberto que creía que podía estudiar una maestría, ser ayudante, estudiar una segunda carrera en filos y estudia… https://t.co/mphL1Zveoe",0,NA,"1397002594074169349",2021-05-24 20:32:28,0
"104","Cuando mandé un meme al grupo de teoría de homotopía y Luis fue el único que respondió. https://t.co/Swa9pJ2Z07",1,NA,"1396676377768771588",2021-05-23 22:56:12,0
"105","MAMI CONCEDEME ESTA PIEZAAAAA
NO SOMOS NA' NO SOMOS NA'
PERO PERREO SE EMPIEZAAAA
NO TE SACO DE MI CABEZAAA",0,NA,"1396643596883857411",2021-05-23 20:45:56,0
"106","@fotoenpared Chale, además yo creo que demuestra más capacidad para resolver problemas conocer la herramienta de la… https://t.co/95vxPFNsIb",0,"fotoenpared","1396643191449964549",2021-05-23 20:44:19,0
"107","Me presento, por si no me conocen. https://t.co/zGhLiyhLd7",2,NA,"1396642258594803715",2021-05-23 20:40:37,0
"108","¿Y si usamos la palabro politiquear como sinónimo de ""chacalear""?

Porque además como que ya no me gusta la expresión ""chacalear"".",3,NA,"1396632815937236995",2021-05-23 20:03:06,0
"109","-Es que las bandas de antes sí hacían buena música.
las bandas de antes: https://t.co/tfaat0gNhM",0,NA,"1396631637987926017",2021-05-23 19:58:25,0
"110","@fotoenpared ¿Qué sigue? ¿Hacer histogramas a mano?
<U+0001F628><U+0001F631>",1,"fotoenpared","1396507437927129098",2021-05-23 11:44:53,0
"111","@MawSaldivar Una cajita de paracetamol, mucha awita, descansar mucho y te la vas a pasar tranquilo <U+2728><U+2764><U+FE0F>",2,"MawSaldivar","1395956535596044288",2021-05-21 23:15:48,0
"112","Siento que antes de que estallara la pandemia estaba mejorando mis habilidades sociales y estaba bajando un poco mi… https://t.co/FjSmsc3ZBL",1,NA,"1395956037493088261",2021-05-21 23:13:49,0
"113","Yo todo el tiempo xd. https://t.co/xHVOc4isPf",2,NA,"1395924958291824640",2021-05-21 21:10:19,0
"114","La reyna is in tha house... https://t.co/apkx4lyNdF",2,NA,"1395804079176273924",2021-05-21 13:09:59,0
"115","https://t.co/4V9dwfUjYn",0,"bhherto95","1395740429790875658",2021-05-21 08:57:04,0
"116","Yo me enamoré, bebé, de tu cintura uwu",2,NA,"1395736293917736961",2021-05-21 08:40:38,0
"117","De las cosas que me gusta de dar clases es que muchas veces encuentras gente bien loca que agarra el pedo muy rápid… https://t.co/9Skhke9RCg",0,NA,"1395592147450146816",2021-05-20 23:07:51,0
"118","@eltonykings A la ... Rifadísimo va a estar.",0,"eltonykings","1395588688604762114",2021-05-20 22:54:06,0
"119","No puedes decir ""la chaviza"" y pertenece a la misma.",3,NA,"1395574813750697988",2021-05-20 21:58:58,0
"120","Amigos, cuídense y cuidemonos entre todos <U+0001F97A>.

Gracias por este texto, @cesargalicia_, me conmovió mucho y me puso a… https://t.co/rjlyUccFgI",2,NA,"1395564507632648192",2021-05-20 21:18:01,0
"121","@DiagramaDeVen Jajaja así se le dice... La ley. https://t.co/tD35seLYMb",2,"DiagramaDeVen","1395547350375010305",2021-05-20 20:09:51,0
"122","@elciempies @elizabeth_rial jeje <U+270C><U+FE0F>",1,"elciempies","1395533365298745345",2021-05-20 19:14:16,0
"123","Últimamente veo a @DiagramaDeVen retuiteando cosas muy felices...

Sospechoso <U+0001F440><U+0001F440><U+0001F440><U+0001F440>",2,NA,"1395529845203996677",2021-05-20 19:00:17,0
"124","¿Saben si un efecto secundaria de la vacuna es no querer hacer nada de tarea ni de tesina?<U+0001F440><U+0001F440><U+0001F440>",6,NA,"1395528794170142720",2021-05-20 18:56:06,0
"125","Mi nuevo lema de vida. https://t.co/9BvC1DN7yx",3,NA,"1395387406539530241",2021-05-20 09:34:17,0
"126","Resulta qué tenía una variable de más mi data frame <U+0001F643><U+0001F643> https://t.co/bKDpx5vJM8",0,NA,"1395119311505829899",2021-05-19 15:48:58,0
"127","Uy, no hay luz. Ya no avancé con la tesina.

*Se sigue haciendo pendejo como todos los días.",2,NA,"1395078458787696640",2021-05-19 13:06:38,1
"128","¿Me amarías aún sabiendo que edito mis memes con el editor de WhatsApp y el de Google photos?",5,NA,"1395031460193705990",2021-05-19 09:59:53,0
"129","@mercvrytoy_ Sip, con Shiny",0,"mercvrytoy_","1394852589720776705",2021-05-18 22:09:07,0
"130","¿Q
  U
   I
    E
        R
       E
       E
      s
       s
       s
     s
   s
   s
      s 
       que nos ac… https://t.co/pKxTHdNxnO",0,NA,"1394836367138566148",2021-05-18 21:04:39,0
"131","Tengo que hacer una aplicación web para el curso de ciencia de datos y no funciona mi aplicación  y no sé por qué u.u",1,NA,"1394835358563581953",2021-05-18 21:00:38,0
"132","Sinceramente
Sería tan bueno tocarte
Pero es inútil
Tu cuerpo es de LaTEX",7,NA,"1394731791467139084",2021-05-18 14:09:06,0
"133","@tacosdedatos Vale, a lo mejor sí me animo jejeje
¿En qué formato se deben enviar?",0,"tacosdedatos","1394686479264370688",2021-05-18 11:09:03,0
"134","@fotoenpared Nada como poner Licenciado en perreo...
O algo por el estilo.",1,"fotoenpared","1394686062275047434",2021-05-18 11:07:23,0
"135","@tacosdedatos ¡Hola! Soy los acabo de descubrir jeje
¿Hasta cuándo tienen la iniciativa para escribir algo? ¿Aceptan reseñas de cursos? <U+0001F601>",0,"tacosdedatos","1394669549367267332",2021-05-18 10:01:46,0
"136","Yo con mi proyecto del curso de ciencia de datos jejeje https://t.co/xzDKhxcc7c",2,NA,"1394653272489828352",2021-05-18 08:57:06,0
"137","@esteusermurio Jajaja ya que no voy a ser investigador, esa será mi aportación a las matemáticas.",1,"esteusernomurio","1394478590931111938",2021-05-17 21:22:58,0
"138","Mi razón para ser científico de datos es ser el sugar daddy que mis amigos que quieran hacer matemáticas se merecen… https://t.co/sD6EjYkEZV",3,NA,"1394477273445801984",2021-05-17 21:17:44,0
"139","@fotoenpared Mmm buen punto...
Pero al menos no tienes que andar corriendo de ciencias a filos y de regreso<U+0001F605><U+0001F605>",1,"fotoenpared","1394395967558987780",2021-05-17 15:54:39,0
"140","@fotoenpared ¿Me heredas la mitad de tus libros? (Y la otra mitad para Carlos) xP

Si aguantaste dos semestres con… https://t.co/xVRmKbseKU",2,"fotoenpared","1394378792383225858",2021-05-17 14:46:25,0
"141","@PatriciaGaSo Siento que no elegí bien las materias (o los profesores, no sé) <U+0001F914>",0,"PatriciaGaSo","1394098516532867076",2021-05-16 20:12:42,0
"142","@PatriciaGaSo Porque quería ser investigador xddd... Luego me di cuenta de que no tenía aptitudes de investigador y… https://t.co/cukAnEXoSn",1,"PatriciaGaSo","1394040723977211905",2021-05-16 16:23:03,0
"143","Feliz día de ""el 10 ya lo tienen, su trabajo es mantenerlo"".",3,NA,"1393651978971066374",2021-05-15 14:38:19,0
"144","Ok, ya le voy a dejar en 8 (que ya son muchas de por sí) y voy a tratar de llegar a la página 20 de mi tesina. https://t.co/nctJtbvwuD",0,"bhherto95","1393603206261915648",2021-05-15 11:24:30,0
"145","https://t.co/MftEJ9BDq3 https://t.co/HOxySK09pq",1,NA,"1393568766592696322",2021-05-15 09:07:39,0
"146","@PatriciaGaSo Jajajaja x2...
Pero se hace el intento.",1,"PatriciaGaSo","1393430106048188421",2021-05-14 23:56:40,0
"147","@PatriciaGaSo Jajajajaja mood: https://t.co/YOnw0IgSc2",1,"PatriciaGaSo","1393414413412143104",2021-05-14 22:54:19,0
"148","@PatriciaGaSo https://t.co/uMtmffAqxc

Llevo toda la semana con esta rola en la cabeza y eso que tiene rato que no la escucho jejejeje",1,"PatriciaGaSo","1393409499612991490",2021-05-14 22:34:47,0
"149","<U+0001F614><U+0001F614><U+0001F614> https://t.co/3PUGaSo98r",0,NA,"1393401136737136642",2021-05-14 22:01:33,0
"150","Por cada fav avanzo una página de la tesina dentro de los próximos 7 días. https://t.co/hsoW3fucB2",10,NA,"1393400017696743425",2021-05-14 21:57:06,0
"151","@PatriciaGaSo Jajajaja :3",0,"PatriciaGaSo","1393036303042859013",2021-05-13 21:51:50,0
"152","@PatriciaGaSo Tal vez mis tuits de topología me delataron...

Jajaja ok no",1,"PatriciaGaSo","1393021104470560774",2021-05-13 20:51:27,0
"153","@mercvrytoy_ Aveeeeer
Jalo",0,"mercvrytoy_","1392964026821394433",2021-05-13 17:04:38,0
"154","@PatriciaGaSo OMG siii jajaja<U+0001F440><U+0001F440><U+0001F440>",1,"PatriciaGaSo","1392919591639207946",2021-05-13 14:08:04,0
"155","Aber... <U+0001F440> https://t.co/GZNgL8AYh8",0,NA,"1392839857181966337",2021-05-13 08:51:14,0
"156","Yo poniéndome la vacuna pa la covid, o algo así, no lo sé. https://t.co/XPwX566lK2",5,NA,"1392646241113284610",2021-05-12 20:01:52,1
"157","Reunión Zoomcial.",1,NA,"1392633270186254336",2021-05-12 19:10:20,0
"158","@PatriciaGaSo Dos semanas después volví a buscar y no entendí jajaja https://t.co/qaUACCrWSw",1,"PatriciaGaSo","1392610306526953473",2021-05-12 17:39:05,0
"159","@PatriciaGaSo Jajaja ay...
Pero eventualmente estarán terminadas mi tesina y tú tesis xd",1,"PatriciaGaSo","1392610021452693504",2021-05-12 17:37:57,0
"160","@PatriciaGaSo Jaja ay, es que sí he estado haciendo otras cosas, pero siento que sí le debería dar prioridad a la t… https://t.co/7UuvLcFlsr",1,"PatriciaGaSo","1392579151136272387",2021-05-12 15:35:17,0
"161","Hoy es día de fiesta en tuiterpuntocom porque es cumpleaños de @DiagramaDeVen.

¡Qué tengas un excelente cumpleaños… https://t.co/sD5nJiwzsh",2,NA,"1392564026840948737",2021-05-12 14:35:11,0
"162","TE VEO MUY TRANQUILO PARA NO HABER AVANZADO NADA DE TU TESINA EN DOS SEMANAS, HDLV.

De mi para mi.",2,NA,"1392563530902261768",2021-05-12 14:33:13,0
"163","https://t.co/p2fGifLSv3 https://t.co/5f2hXpTcvE",0,NA,"1392509436766392320",2021-05-12 10:58:15,0
"164","Estoy confundido. Pero una oportunidad de ser coqueto no se deja pasar.",1,NA,"1392242419362680836",2021-05-11 17:17:14,0
"165","Prometo que dentro de los próximos 120 meses le voy a hablar a la Crush de instagram.",3,NA,"1392205772101128192",2021-05-11 14:51:36,0
"166","@PatriciaGaSo Después de Galois ya no fuimos los mismos u.",1,"PatriciaGaSo","1391979965789450243",2021-05-10 23:54:20,0
"167","¿Los fuckboys todavía dicen 'te pareces a Dua Lipa' para ligar o ya no? 
Otra, ¿Neta lo decían o fue puro mame de T… https://t.co/B3n480Lsrn",0,NA,"1391964057989746693",2021-05-10 22:51:07,0
"168","@PatriciaGaSo Entonces moriremos de hambre Dx

Jajajaja <U+0001F440>",1,"PatriciaGaSo","1391962837346627586",2021-05-10 22:46:16,0
"169","@PatriciaGaSo ¿Ya le dijiste que los matemáticos vivimos de las galletas y el café de los congresos?<U+0001F440><U+0001F440><U+0001F440>

Ok no <U+0001F605>",3,"PatriciaGaSo","1391945403940147201",2021-05-10 21:37:00,1
